Date,Product,Production_quantity,Mesurement_unit
2015-06-25,Beer,2068.520141,Liters
2015-06-26,Beer,1180.116201,Liters
2015-06-27,Beer,2064.778839,Liters
2015-06-28,Beer,2175.728727,Liters
2015-06-29,Beer,1563.049734,Liters
2015-06-30,Beer,1173.117265,Liters
2015-07-01,Beer,1063.652701,Liters
2015-07-02,Beer,1011.524042,Liters
2015-07-03,Beer,1967.07992,Liters
2015-07-04,Beer,2130.064332,Liters
2015-07-05,Beer,1414.726734,Liters
2015-07-06,Beer,1688.506511,Liters
2015-07-07,Beer,1546.077361,Liters
2015-07-08,Beer,1001.666109,Liters
2015-07-09,Beer,1090.076189,Liters
2015-07-10,Beer,2264.545764,Liters
2015-07-11,Beer,1639.730105,Liters
2015-07-12,Beer,1505.164276,Liters
2015-07-13,Beer,1122.620258,Liters
2015-07-14,Beer,2297.164706,Liters
2015-07-15,Beer,1897.061584,Liters
2015-07-16,Beer,1490.34199,Liters
2015-07-17,Beer,1521.254848,Liters
2015-07-18,Beer,2074.195312,Liters
2015-07-19,Beer,1972.384338,Liters
2015-07-20,Beer,1278.986787,Liters
2015-07-21,Beer,1768.203517,Liters
2015-07-22,Beer,1305.604757,Liters
2015-07-23,Beer,2191.374278,Liters
2015-07-24,Beer,1264.810003,Liters
2015-07-25,Beer,1105.979329,Liters
2015-07-26,Beer,2112.304748,Liters
2015-07-27,Beer,1728.566771,Liters
2015-07-28,Beer,1956.797822,Liters
2015-07-29,Beer,1239.942775,Liters
2015-07-30,Beer,2250.835195,Liters
2015-07-31,Beer,1746.014703,Liters
2015-08-01,Beer,2326.982769,Liters
2015-08-02,Beer,1790.305,Liters
2015-08-03,Beer,2147.593437,Liters
2015-08-04,Beer,2194.8136,Liters
2015-08-05,Beer,1912.85527,Liters
2015-08-06,Beer,1405.511025,Liters
2015-08-07,Beer,1357.382086,Liters
2015-08-08,Beer,1337.037146,Liters
2015-08-09,Beer,1655.646787,Liters
2015-08-10,Beer,1735.537456,Liters
2015-08-11,Beer,1283.73172,Liters
2015-08-12,Beer,1943.802904,Liters
2015-08-13,Beer,1604.025056,Liters
2015-08-14,Beer,2310.663157,Liters
2015-08-15,Beer,1498.198619,Liters
2015-08-16,Beer,1131.434521,Liters
2015-08-17,Beer,2324.056832,Liters
2015-08-18,Beer,2135.530447,Liters
2015-08-19,Beer,2199.561181,Liters
2015-08-20,Beer,1058.498397,Liters
2015-08-21,Beer,1735.471444,Liters
2015-08-22,Beer,1950.210744,Liters
2015-08-23,Beer,2093.018526,Liters
2015-08-24,Beer,1909.494801,Liters
2015-08-25,Beer,1684.842597,Liters
2015-08-26,Beer,1890.166915,Liters
2015-08-27,Beer,1829.214925,Liters
2015-08-28,Beer,2030.675817,Liters
2015-08-29,Beer,1058.069697,Liters
2015-08-30,Beer,2307.397457,Liters
2015-08-31,Beer,1625.689529,Liters
2015-09-01,Beer,1685.555523,Liters
2015-09-02,Beer,2307.336887,Liters
2015-09-03,Beer,1658.202762,Liters
2015-09-04,Beer,1381.07818,Liters
2015-09-05,Beer,1385.920006,Liters
2015-09-06,Beer,1387.976474,Liters
2015-09-07,Beer,1733.865684,Liters
2015-09-08,Beer,1222.990014,Liters
2015-09-09,Beer,2235.921953,Liters
2015-09-10,Beer,1825.68285,Liters
2015-09-11,Beer,1368.799434,Liters
2015-09-12,Beer,2004.477042,Liters
2015-09-13,Beer,2122.1245,Liters
2015-09-14,Beer,1017.609987,Liters
2015-09-15,Beer,1288.952622,Liters
2015-09-16,Beer,1775.695353,Liters
2015-09-17,Beer,1675.742152,Liters
2015-09-18,Beer,1031.582798,Liters
2015-09-19,Beer,1181.513946,Liters
2015-09-20,Beer,2077.69589,Liters
2015-09-21,Beer,2184.545415,Liters
2015-09-22,Beer,1013.915191,Liters
2015-09-23,Beer,2080.415492,Liters
2015-09-24,Beer,1230.461069,Liters
2015-09-25,Beer,1111.884471,Liters
2015-09-26,Beer,1770.751411,Liters
2015-09-27,Beer,1248.003117,Liters
2015-09-28,Beer,1328.130294,Liters
2015-09-29,Beer,1782.622405,Liters
2015-09-30,Beer,1574.11096,Liters
2015-10-01,Beer,2059.173702,Liters
2015-10-02,Beer,1221.509986,Liters
2015-10-03,Beer,1795.774735,Liters
2015-10-04,Beer,1515.588948,Liters
2015-10-05,Beer,1796.426238,Liters
2015-10-06,Beer,1525.998532,Liters
2015-10-07,Beer,1521.404251,Liters
2015-10-08,Beer,1511.388719,Liters
2015-10-09,Beer,1065.45578,Liters
2015-10-10,Beer,2132.676887,Liters
2015-10-11,Beer,1838.479859,Liters
2015-10-12,Beer,1653.541381,Liters
2015-10-13,Beer,1976.765047,Liters
2015-10-14,Beer,2225.027416,Liters
2015-10-15,Beer,1985.274113,Liters
2015-10-16,Beer,1466.444506,Liters
2015-10-17,Beer,2002.296987,Liters
2015-10-18,Beer,1184.987802,Liters
2015-10-19,Beer,1545.348385,Liters
2015-10-20,Beer,1205.050724,Liters
2015-10-21,Beer,2246.727051,Liters
2015-10-22,Beer,1319.734608,Liters
2015-10-23,Beer,1074.850282,Liters
2015-10-24,Beer,1623.346082,Liters
2015-10-25,Beer,1612.94633,Liters
2015-10-26,Beer,2232.85084,Liters
2015-10-27,Beer,1329.586796,Liters
2015-10-28,Beer,1584.102276,Liters
2015-10-29,Beer,1738.12522,Liters
2015-10-30,Beer,1200.353218,Liters
2015-10-31,Beer,2216.572079,Liters
2015-11-01,Beer,1448.36504,Liters
2015-11-02,Beer,1042.826039,Liters
2015-11-03,Beer,1099.955837,Liters
2015-11-04,Beer,2149.861544,Liters
2015-11-05,Beer,2325.311812,Liters
2015-11-06,Beer,2194.248019,Liters
2015-11-07,Beer,1007.738529,Liters
2015-11-08,Beer,2035.923567,Liters
2015-11-09,Beer,1101.786348,Liters
2015-11-10,Beer,1565.573871,Liters
2015-11-11,Beer,2092.761633,Liters
2015-11-12,Beer,1401.275589,Liters
2015-11-13,Beer,1111.959209,Liters
2015-11-14,Beer,1827.307905,Liters
2015-11-15,Beer,1761.311576,Liters
2015-11-16,Beer,1465.947398,Liters
2015-11-17,Beer,2084.574576,Liters
2015-11-18,Beer,2269.141449,Liters
2015-11-19,Beer,2266.835655,Liters
2015-11-20,Beer,1362.254427,Liters
2015-11-21,Beer,1696.579843,Liters
2015-11-22,Beer,2044.883929,Liters
2015-11-23,Beer,1603.098619,Liters
2015-11-24,Beer,2305.954512,Liters
2015-11-25,Beer,1327.696959,Liters
2015-11-26,Beer,1474.470004,Liters
2015-11-27,Beer,1273.954492,Liters
2015-11-28,Beer,2267.281241,Liters
2015-11-29,Beer,2206.478445,Liters
2015-11-30,Beer,1548.218057,Liters
2015-12-01,Beer,2304.096867,Liters
2015-12-02,Beer,1930.811511,Liters
2015-12-03,Beer,2325.919051,Liters
2015-12-04,Beer,1501.650606,Liters
2015-12-05,Beer,1451.623623,Liters
2015-12-06,Beer,1484.875317,Liters
2015-12-07,Beer,1560.421267,Liters
2015-12-08,Beer,2300.241447,Liters
2015-12-09,Beer,2251.752473,Liters
2015-12-10,Beer,1936.769223,Liters
2015-12-11,Beer,2191.218238,Liters
2015-12-12,Beer,1236.411509,Liters
2015-12-13,Beer,1045.571202,Liters
2015-12-14,Beer,1427.635194,Liters
2015-12-15,Beer,1458.332406,Liters
2015-12-16,Beer,1295.359962,Liters
2015-12-17,Beer,1188.446279,Liters
2015-12-18,Beer,1797.058585,Liters
2015-12-19,Beer,1070.173124,Liters
2015-12-20,Beer,1670.696002,Liters
2015-12-21,Beer,1353.388187,Liters
2015-12-22,Beer,1824.579254,Liters
2015-12-23,Beer,2202.185387,Liters
2015-12-24,Beer,2212.315454,Liters
2015-12-25,Beer,1728.938335,Liters
2015-12-26,Beer,1842.174904,Liters
2015-12-27,Beer,2168.723429,Liters
2015-12-28,Beer,2191.608525,Liters
2015-12-29,Beer,1023.134708,Liters
2015-12-30,Beer,1909.743265,Liters
2015-12-31,Beer,1118.522938,Liters
2016-01-01,Beer,1477.449233,Liters
2016-01-02,Beer,1561.17566,Liters
2016-01-03,Beer,2059.357586,Liters
2016-01-04,Beer,1813.191864,Liters
2016-01-05,Beer,1275.306895,Liters
2016-01-06,Beer,2086.695252,Liters
2016-01-07,Beer,2185.953131,Liters
2016-01-08,Beer,1827.251909,Liters
2016-01-09,Beer,1756.728154,Liters
2016-01-10,Beer,1901.301368,Liters
2016-01-11,Beer,1133.910058,Liters
2016-01-12,Beer,2248.837453,Liters
2016-01-13,Beer,1644.28208,Liters
2016-01-14,Beer,1436.618156,Liters
2016-01-15,Beer,1506.916563,Liters
2016-01-16,Beer,1245.193164,Liters
2016-01-17,Beer,1657.820768,Liters
2016-01-18,Beer,1550.040596,Liters
2016-01-19,Beer,1066.813754,Liters
2016-01-20,Beer,1687.735009,Liters
2016-01-21,Beer,1577.964678,Liters
2016-01-22,Beer,1625.239768,Liters
2016-01-23,Beer,1619.309206,Liters
2016-01-24,Beer,2328.833256,Liters
2016-01-25,Beer,1210.094661,Liters
2016-01-26,Beer,1555.069595,Liters
2016-01-27,Beer,1591.984881,Liters
2016-01-28,Beer,1003.07119,Liters
2016-01-29,Beer,2184.609427,Liters
2016-01-30,Beer,1393.894402,Liters
2016-01-31,Beer,1020.609487,Liters
2016-02-01,Beer,2191.537466,Liters
2016-02-02,Beer,1903.984258,Liters
2016-02-03,Beer,1405.169128,Liters
2016-02-04,Beer,1782.293607,Liters
2016-02-05,Beer,1706.378083,Liters
2016-02-06,Beer,1114.855927,Liters
2016-02-07,Beer,2066.017582,Liters
2016-02-08,Beer,1329.02923,Liters
2016-02-09,Beer,1171.8207,Liters
2016-02-10,Beer,2163.37737,Liters
2016-02-11,Beer,1355.35125,Liters
2016-02-12,Beer,1394.205434,Liters
2016-02-13,Beer,1240.239736,Liters
2016-02-14,Beer,1310.677558,Liters
2016-02-15,Beer,1600.733235,Liters
2016-02-16,Beer,1153.433981,Liters
2016-02-17,Beer,1961.937821,Liters
2016-02-18,Beer,2280.273221,Liters
2016-02-19,Beer,1947.753066,Liters
2016-02-20,Beer,1237.176336,Liters
2016-02-21,Beer,1466.804155,Liters
2016-02-22,Beer,1998.065813,Liters
2016-02-23,Beer,1770.433782,Liters
2016-02-24,Beer,1939.067531,Liters
2016-02-25,Beer,2158.496282,Liters
2016-02-26,Beer,1891.751344,Liters
2016-02-27,Beer,1588.682202,Liters
2016-02-28,Beer,2105.285182,Liters
2016-02-29,Beer,1643.830359,Liters
2016-03-01,Beer,2192.398817,Liters
2016-03-02,Beer,1096.41299,Liters
2016-03-03,Beer,1105.420721,Liters
2016-03-04,Beer,1813.814187,Liters
2016-03-05,Beer,1564.23169,Liters
2016-03-06,Beer,2229.713511,Liters
2016-03-07,Beer,1342.903393,Liters
2016-03-08,Beer,1399.967308,Liters
2016-03-09,Beer,1285.327325,Liters
2016-03-10,Beer,1880.597763,Liters
2016-03-11,Beer,1942.735236,Liters
2016-03-12,Beer,1999.473017,Liters
2016-03-13,Beer,1548.331193,Liters
2016-03-14,Beer,1833.106648,Liters
2016-03-15,Beer,1193.440763,Liters
2016-03-16,Beer,1987.334258,Liters
2016-03-17,Beer,1283.802106,Liters
2016-03-18,Beer,1145.907713,Liters
2016-03-19,Beer,1460.628821,Liters
2016-03-20,Beer,1211.554719,Liters
2016-03-21,Beer,1589.134675,Liters
2016-03-22,Beer,1779.664301,Liters
2016-03-23,Beer,2061.75858,Liters
2016-03-24,Beer,2080.131489,Liters
2016-03-25,Beer,1322.810686,Liters
2016-03-26,Beer,2252.021451,Liters
2016-03-27,Beer,1558.682253,Liters
2016-03-28,Beer,1011.948893,Liters
2016-03-29,Beer,1046.51203,Liters
2016-03-30,Beer,2084.147962,Liters
2016-03-31,Beer,1206.714816,Liters
2016-04-01,Beer,2273.025156,Liters
2016-04-02,Beer,1275.627393,Liters
2016-04-03,Beer,2125.654967,Liters
2016-04-04,Beer,2302.276888,Liters
2016-04-05,Beer,1214.795567,Liters
2016-04-06,Beer,2155.053812,Liters
2016-04-07,Beer,1297.077425,Liters
2016-04-08,Beer,1440.675872,Liters
2016-04-09,Beer,1454.729256,Liters
2016-04-10,Beer,1716.845964,Liters
2016-04-11,Beer,1567.621704,Liters
2016-04-12,Beer,1375.762224,Liters
2016-04-13,Beer,2269.852383,Liters
2016-04-14,Beer,1274.828907,Liters
2016-04-15,Beer,1082.734367,Liters
2016-04-16,Beer,1612.952538,Liters
2016-04-17,Beer,1378.595848,Liters
2016-04-18,Beer,1420.298089,Liters
2016-04-19,Beer,2186.721997,Liters
2016-04-20,Beer,2050.583519,Liters
2016-04-21,Beer,2182.982403,Liters
2016-04-22,Beer,1070.987783,Liters
2016-04-23,Beer,1453.456836,Liters
2016-04-24,Beer,2161.578728,Liters
2016-04-25,Beer,1311.979344,Liters
2016-04-26,Beer,1301.075296,Liters
2016-04-27,Beer,2200.798541,Liters
2016-04-28,Beer,1866.454783,Liters
2016-04-29,Beer,1786.761519,Liters
2016-04-30,Beer,2268.372061,Liters
2016-05-01,Beer,2108.777299,Liters
2016-05-02,Beer,1118.819887,Liters
2016-05-03,Beer,1175.954134,Liters
2016-05-04,Beer,1236.881644,Liters
2016-05-05,Beer,1093.100007,Liters
2016-05-06,Beer,1052.985786,Liters
2016-05-07,Beer,2058.34829,Liters
2016-05-08,Beer,1954.700343,Liters
2016-05-09,Beer,2225.303474,Liters
2016-05-10,Beer,1985.183823,Liters
2016-05-11,Beer,1720.465651,Liters
2016-05-12,Beer,1081.536721,Liters
2016-05-13,Beer,2310.86537,Liters
2016-05-14,Beer,2203.449702,Liters
2016-05-15,Beer,1699.316009,Liters
2016-05-16,Beer,1379.632922,Liters
2016-05-17,Beer,1662.516946,Liters
2016-05-18,Beer,1627.809578,Liters
2016-05-19,Beer,1714.593262,Liters
2016-05-20,Beer,2021.569855,Liters
2016-05-21,Beer,1213.096472,Liters
2016-05-22,Beer,1921.322709,Liters
2016-05-23,Beer,2047.348025,Liters
2016-05-24,Beer,1648.873879,Liters
2016-05-25,Beer,1688.747314,Liters
2016-05-26,Beer,2268.143812,Liters
2016-05-27,Beer,1393.565064,Liters
2016-05-28,Beer,1405.362807,Liters
2016-05-29,Beer,1558.784515,Liters
2016-05-30,Beer,1299.567346,Liters
2016-05-31,Beer,2011.942532,Liters
2016-06-01,Beer,1490.117053,Liters
2016-06-02,Beer,1769.90364,Liters
2016-06-03,Beer,1937.388944,Liters
2016-06-04,Beer,1677.989643,Liters
2016-06-05,Beer,1409.607084,Liters
2016-06-06,Beer,1045.626357,Liters
2016-06-07,Beer,2296.182074,Liters
2016-06-08,Beer,1401.942824,Liters
2016-06-09,Beer,2138.891618,Liters
2016-06-10,Beer,1178.825373,Liters
2016-06-11,Beer,1728.965407,Liters
2016-06-12,Beer,1563.285671,Liters
2016-06-13,Beer,1154.168019,Liters
2016-06-14,Beer,1948.006519,Liters
2016-06-15,Beer,1045.751374,Liters
2016-06-16,Beer,2244.076294,Liters
2016-06-17,Beer,1184.009347,Liters
2016-06-18,Beer,1560.010961,Liters
2016-06-19,Beer,1885.131241,Liters
2016-06-20,Beer,1096.344447,Liters
2016-06-21,Beer,2146.889871,Liters
2016-06-22,Beer,1469.511548,Liters
2016-06-23,Beer,1377.9136,Liters
2016-06-24,Beer,1833.035512,Liters
2016-06-25,Beer,2151.610874,Liters
2016-06-26,Beer,1195.314799,Liters
2016-06-27,Beer,1055.297701,Liters
2016-06-28,Beer,1024.78658,Liters
2016-06-29,Beer,1255.80627,Liters
2016-06-30,Beer,1012.431359,Liters
2016-07-01,Beer,1565.94164,Liters
2016-07-02,Beer,1818.599075,Liters
2016-07-03,Beer,2167.415233,Liters
2016-07-04,Beer,1749.625076,Liters
2016-07-05,Beer,1200.316934,Liters
2016-07-06,Beer,1007.591854,Liters
2016-07-07,Beer,2217.739053,Liters
2016-07-08,Beer,1447.881956,Liters
2016-07-09,Beer,1521.419335,Liters
2016-07-10,Beer,1455.10315,Liters
2016-07-11,Beer,2319.22737,Liters
2016-07-12,Beer,1188.354572,Liters
2016-07-13,Beer,1572.457662,Liters
2016-07-14,Beer,1703.891555,Liters
2016-07-15,Beer,1604.051148,Liters
2016-07-16,Beer,1598.381202,Liters
2016-07-17,Beer,1866.531781,Liters
2016-07-18,Beer,2053.379434,Liters
2016-07-19,Beer,1240.037864,Liters
2016-07-20,Beer,1201.704145,Liters
2016-07-21,Beer,1428.832068,Liters
2016-07-22,Beer,1555.039235,Liters
2016-07-23,Beer,1517.701645,Liters
2016-07-24,Beer,1940.743103,Liters
2016-07-25,Beer,1376.305451,Liters
2016-07-26,Beer,1375.746433,Liters
2016-07-27,Beer,1232.815214,Liters
2016-07-28,Beer,1159.764378,Liters
2016-07-29,Beer,1772.282491,Liters
2016-07-30,Beer,2100.121443,Liters
2016-07-31,Beer,2063.140234,Liters
2016-08-01,Beer,2324.466043,Liters
2016-08-02,Beer,1858.083841,Liters
2016-08-03,Beer,1260.868451,Liters
2016-08-04,Beer,1802.899964,Liters
2016-08-05,Beer,2191.733389,Liters
2016-08-06,Beer,1284.147231,Liters
2016-08-07,Beer,1354.825702,Liters
2016-08-08,Beer,1662.141618,Liters
2016-08-09,Beer,1377.062005,Liters
2016-08-10,Beer,1436.299318,Liters
2016-08-11,Beer,1993.943448,Liters
2016-08-12,Beer,1062.715148,Liters
2016-08-13,Beer,1244.359775,Liters
2016-08-14,Beer,1880.803523,Liters
2016-08-15,Beer,1564.57708,Liters
2016-08-16,Beer,1444.968867,Liters
2016-08-17,Beer,1178.349247,Liters
2016-08-18,Beer,1281.930163,Liters
2016-08-19,Beer,1138.296276,Liters
2016-08-20,Beer,2327.846194,Liters
2016-08-21,Beer,2211.164218,Liters
2016-08-22,Beer,2018.569263,Liters
2016-08-23,Beer,1284.805543,Liters
2016-08-24,Beer,1679.567509,Liters
2016-08-25,Beer,1629.298042,Liters
2016-08-26,Beer,1468.596539,Liters
2016-08-27,Beer,1422.360221,Liters
2016-08-28,Beer,1013.93479,Liters
2016-08-29,Beer,1215.464906,Liters
2016-08-30,Beer,2275.021223,Liters
2016-08-31,Beer,1755.782481,Liters
2016-09-01,Beer,1408.777758,Liters
2016-09-02,Beer,1391.677191,Liters
2016-09-03,Beer,1223.682536,Liters
2016-09-04,Beer,1757.845836,Liters
2016-09-05,Beer,1423.621858,Liters
2016-09-06,Beer,1232.504371,Liters
2016-09-07,Beer,1533.611587,Liters
2016-09-08,Beer,1656.737,Liters
2016-09-09,Beer,1762.273225,Liters
2016-09-10,Beer,1195.043186,Liters
2016-09-11,Beer,1809.355825,Liters
2016-09-12,Beer,1416.94722,Liters
2016-09-13,Beer,2252.902709,Liters
2016-09-14,Beer,1911.359638,Liters
2016-09-15,Beer,1275.496795,Liters
2016-09-16,Beer,1155.500762,Liters
2016-09-17,Beer,2194.462876,Liters
2016-09-18,Beer,1916.500412,Liters
2016-09-19,Beer,2077.247506,Liters
2016-09-20,Beer,1337.384918,Liters
2016-09-21,Beer,1739.103912,Liters
2016-09-22,Beer,1722.624502,Liters
2016-09-23,Beer,1543.670282,Liters
2016-09-24,Beer,1015.319694,Liters
2016-09-25,Beer,1685.881965,Liters
2016-09-26,Beer,1262.02268,Liters
2016-09-27,Beer,1553.320761,Liters
2016-09-28,Beer,1229.965083,Liters
2016-09-29,Beer,1510.064492,Liters
2016-09-30,Beer,2235.29213,Liters
2016-10-01,Beer,1415.613567,Liters
2016-10-02,Beer,1052.974699,Liters
2016-10-03,Beer,1653.202895,Liters
2016-10-04,Beer,1427.018957,Liters
2016-10-05,Beer,1424.312949,Liters
2016-10-06,Beer,1133.353352,Liters
2016-10-07,Beer,1152.51796,Liters
2016-10-08,Beer,1853.040258,Liters
2016-10-09,Beer,1990.437624,Liters
2016-10-10,Beer,1804.461653,Liters
2016-10-11,Beer,2016.132258,Liters
2016-10-12,Beer,2207.415683,Liters
2016-10-13,Beer,1981.393405,Liters
2016-10-14,Beer,2199.408287,Liters
2016-10-15,Beer,1734.736401,Liters
2016-10-16,Beer,1222.465104,Liters
2016-10-17,Beer,1545.612723,Liters
2016-10-18,Beer,1095.038932,Liters
2016-10-19,Beer,2249.97644,Liters
2016-10-20,Beer,1104.653984,Liters
2016-10-21,Beer,1667.801953,Liters
2016-10-22,Beer,1589.343483,Liters
2016-10-23,Beer,1335.822165,Liters
2016-10-24,Beer,1813.483158,Liters
2016-10-25,Beer,2010.254111,Liters
